rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
73,52,宝尹小学,宝尹小学,education,低频,6,6,教育民生:25；基层治理:5,该地名属于教育设施，在志书中约出现6次，主要关联教育民生、基层治理；主要时间锚点为1946年。,0,缺坐标,,,,missing,,review,medium,1946,民国时期,1946;1950;1951;1954;1955;1961;1962;1968;1980;1984;1990;1996,12,52. 宝尹小学（6次）,。1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放。5月1日，吴县人民政府成立，建尹山乡 || 7队仓库、下田中段里，由徐香英和马福珠负责。1981年，国家教育部颁布《幼儿园教育纲要（试行草案）》。1984年1月，宝尹村利用宝尹小学内教室办复合（混合）幼儿班，先后有40名幼儿入学。同年6月，宝南村腾出村委农机用房开办了临时幼儿班，经动员有30多名幼儿入学。9 || ，学生来自附近村庄的求学儿童。1949年后，泥河田小学延续开办。1958年，搬进姚家场建造的小学，改称金星小学。1980年，更名宝尹小学。1996年9月1日，宝尹小学并入碧波小学。宝尹小学历任教师有：陈□□、俞志超、袁浩年、严关龙、张三官、史静芬、许丽珍、俞云珍、,。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放,
78,55,迎春路,迎春路,road,低频,6,6,交通水系:26；遗产文化:7；基层治理:1,该地名属于道路，在志书中约出现6次，主要关联交通水系、遗产文化；主要时间锚点为2006年。,0,缺坐标,,,,missing,,review,medium,2006,社区成立与城市更新,2006;2010,2,55. 迎春路（6次）,马云弟、沈奕等3人组成的环境卫生考核小组，对境内保洁员制定岗位责任制，进行长效管理。是月，吴中区公安分局城南交警中队在石湖东路、迎春路十字路口设置交通安全教育站。4月，宝带桥社区倡导境内百姓在清明期间通过网上祭祀、居家追思途径纪念故人、缅怀先人。6月28日，全国 || 能变换不同灯光效果。在基本通行功能上，更多了一份蜿蜒的休闲感，为苏州城南新地标之一。澹台湖大桥位于境域北首，跨越京杭大运河，北接迎春路，南连白云街，与距1千米外的中国古代著名53连拱桥——宝带桥相辉映。桥长536米，桥宽36米，主桥采用结构新颖的钢管拱连续梁，由 || 副怎样的娇模样呢？！录自1996年6月《吴县报》95澹台湖上白鹭飞陈屹兴日前清晨起床后，我突发去澹台湖公园走走的念头。于是，沿着迎春路一路向南走去。走过嘉宝三期住宅区，一阵清风迎面扑来，我漫步走上澹台湖大桥，顿时，一幅绝妙的风景画出现在面前。东边天空布满了淡淡的,考核小组，对境内保洁员制定岗位责任制，进行长效管理。是月，吴中区公安分局城南交警中队在石湖东路、迎春路十字路口设置交通安全教育站。4月，宝带桥社区倡导境内百姓在清明期间通过网上祭祀、居家追思途径纪念,
80,57,钱家桥,钱家桥,bridge,低频,6,5,交通水系:80；基层治理:8；遗产文化:2,该地名属于桥梁，在志书中约出现6次，主要关联交通水系、基层治理；主要时间锚点为1992年。,0,缺坐标,,,,missing,,review,medium,1992,开发区建设,1992;1995;2017,3,57. 钱家桥（6次）,的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河 || 路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。并在宝带桥·澹台湖景区建起了异形钢结构景观桥。拆除的旧桥 || 、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，拆除,湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运,
81,58,长桥公社,长桥公社,historic_admin,低频,6,9,基层治理:52；交通水系:19；农业工业:11,该地名属于历史行政/集体组织，在志书中约出现6次，主要关联基层治理、交通水系；主要时间锚点为1969年。,0,缺坐标,,,,missing,,manual,medium,1969,集体化与农业建设,1969;1970;1974;1975;1980,5,58. 长桥公社（6次）,月，100名基干民兵参加白茆塘（河）拓浚工程。1973年秋，金星、新华大队播种三麦时，试行开挖鼠道排水沟，俗称暗沟。1975年在长桥公社推广。是年，先后建起金星、新华土窑。是年，金星大队潘阿妹、新华大队沈泉妹出席吴县第四次妇女代表大会。1974年2月，根据上级指示 || 年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“摘帽”。4月，长桥公社组建复查纠错领导班子及工作班子，对“文革”期间受冲击人员进行复查纠错。1980年8月16日至20日，连续阴雨，河水骤涨，境内低洼 || 迁移扩容。6月，宝南拼线厂就地扩容。10月，宝南汽车改装厂成立开业。11月，开展第一个五年普法教育，简称“一五”普法教育。是年，长桥公社始建治安联防队，境内有2人参加。1986年3月，宝尹村首建村部办公楼，建筑面积为360平方米，占地面积2000平方米。4月25日,河）拓浚工程。1973年秋，金星、新华大队播种三麦时，试行开挖鼠道排水沟，俗称暗沟。1975年在长桥公社推广。是年，先后建起金星、新华土窑。是年，金星大队潘阿妹、新华大队沈泉妹出席吴县第四次妇女代表大,
85,59,吴县经济技术开发区,吴县经济技术开发区,admin_context,低频,5,36,基层治理:68；开发建设:45；交通水系:28,该地名属于行政背景，在志书中约出现5次，主要关联基层治理、开发建设；主要时间锚点为1992年。,0,缺坐标,,,,missing,,context,low,1992,开发区建设,1920;1921;1923;1924;1925;1926;1949;1983;1990;1992;1993;1994;1995;1996;2001,15,59. 吴县经济技术开发区（5次）,桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。2004年 || 、鱼、虾等，成为境内农民经济收入的重要来源。境域因昔日河道纵横交错，陆上道路交通十分闭塞。1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北 || 26日至8月20日，连降暴雨，境内水满为患。7月29日，气温高达39.2℃，为中华人民共和国成立以来气温最高纪录。8月，境域划归吴县经济技术开发区。1993年4月1日，遵照省委、省政府决定，是日起境域全面放开粮食、油料购销价格。5月，新建阳山路（后改迎春南路），为东吴南路至,桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），,
87,60,宝信工业坊,宝信工业坊,industry,低频,5,4,农业工业:11；开发建设:9；交通水系:6,该地名属于产业设施，在志书中约出现5次，主要关联农业工业、开发建设；主要时间锚点为2015年。,0,缺坐标,,,,missing,,review,medium,2015,运河文旅更新,2001;2017,2,60. 宝信工业坊（5次）,的宝带桥商业大厦竣工（占地面积3335.3平方米，建筑面积15153.48平方米）。是月，宝带桥社区投资1229万元建设的东湖“宝信工业坊”竣工（系7049平方米标准厂房一幢）。2015年1月，1100米的金家村河清淤污泥9000立方米。2月，上旬气温骤降，最低温度 || 境内外，一时间宝带桥区域工业商贸用房短缺。境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。境域在建设工业用房的同时，投资兴建商贸用房、职工宿舍，还与人合作投资建设工业、商贸用房。2004年4月，投资750万元，建设占 || 业苏州诺斯达电子科技有限公司租赁后，立马投资200万美元，招收98名员工，技术培训后即便投入生产绝缘成塑、新型电子元器件等产品。宝信工业坊位于境域西南，占地面积4666.9平方米。2014年12月，宝带桥社区投资1229万元，由城南街道统一建起建筑面积7049平方米,335.3平方米，建筑面积15153.48平方米）。是月，宝带桥社区投资1229万元建设的东湖“宝信工业坊”竣工（系7049平方米标准厂房一幢）。2015年1月，1100米的金家村河清淤污泥9000立方,
94,62,老年活动中心,老年活动中心,service_facility,低频,5,4,基层治理:20；教育民生:17；开发建设:12,该地名属于社区服务设施，在志书中约出现5次，主要关联基层治理、教育民生；主要时间锚点为2012年。,0,缺坐标,,,,missing,,review,medium,2012,社区成立与城市更新,2012,1,62. 老年活动中心（5次）,方米、建筑面积15830平方米的碧波中学建成开学。是年，宝尹居民家家装上了高清数字电视。是年，宝南居委会投资建成下田社区医务室和老年活动中心，建筑面积540平方米。是年，朱塔浜南岸18户居民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民生活小区。2003年1月，宝尹、 || 年8月竣工。12月，苏州市文化广电新闻出版局授予宝带桥社区“苏州市有线高清互动社区（村）”称号。是年，朱塔浜建成田度里小区公园、老年活动中心。是年，宝带桥社区投资90万元，在钱家新村、朱塔浜和下田村居民生活小区安装技防监控。2013年3月18日，宝带桥社区根据吴中区建 || ，宝带桥社区配合苏州轻轨二号线建设，迁移石湖东路两侧10家企业和4户居民。2012年1月，在宝尹花园居民生活小区内建设休闲公园和老年活动中心。12月，社区在钱家新村、宝尹花园、西下田村等三个居民小区安装技防监控。2013年2月，境域老村改造公拆自建中，钱家新村应居民生,碧波中学建成开学。是年，宝尹居民家家装上了高清数字电视。是年，宝南居委会投资建成下田社区医务室和老年活动中心，建筑面积540平方米。是年，朱塔浜南岸18户居民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民,
97,63,郭巷街道,郭巷街道,admin_context,低频,5,4,基层治理:18；交通水系:8；遗产文化:2,该地名属于行政背景，在志书中约出现5次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,context,low,,无明确时间,,0,63. 郭巷街道（5次）,…………………………………………328宝带桥社区志1概述宝带桥社区坐落在长江三角洲腹地、上海经济区大都市圈内，东依大运河，分别与郭巷街道、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷； || 区居委会。第一章建置地理26第二节地理环境宝带桥社区境域地处长江三角洲腹地、上海经济区大都市圈内，东依古老的京杭大运河苏嘉段，与郭巷街道相望；南接吴中区城南街道红庄社区；西连吴中区城南街道新江、龙南社区；北靠苏南运河市河段，总面积为3.2平方千米，共有大小内河39 || 苏州市公安局交警支队正科级279姓名性别出生年月工作单位职务、职称备注朱春华男1970.10吴中区纪委副科级褚会男男1971.4郭巷街道正科级钱元男1971.10吴中高新区综合治理办公室副科级张金华男1973.5吴中区文体旅游局副科级沈稼兴男1975.6郭巷街道副,带桥社区志1概述宝带桥社区坐落在长江三角洲腹地、上海经济区大都市圈内，东依大运河，分别与郭巷街道、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，,
98,64,钱家小学,钱家小学,education,低频,5,7,教育民生:33；交通水系:19；基层治理:13,该地名属于教育设施，在志书中约出现5次，主要关联教育民生、交通水系；主要时间锚点为1965年。,0,缺坐标,,,,missing,,review,medium,1965,集体化与农业建设,1965;1974,2,64. 钱家小学（5次）,干部学习1月23日吴县县委、县人委发出的《认真提倡计划生育的通知》，带头实行计划生育。9月，庙桥小学搬迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下田小学搬迁至土地庙。是年，遵照上 || 代表大会。1974年2月，根据上级指示，开展“批林批孔”运动。4月22日8时29分，溧阳上沛发生5.5级地震，境内有震感。9月，钱家小学并入下田村坟堂上的新华小学。1975年2月，金星、新华大队积极响应毛主席号召，广泛开展农业学大寨运动。8月，境内响应公社号召，组 || 8第三任解曙1963.9—1968.8第七任朱雪明1988.9—1995.8第四任杨康勇1968.9—1971.8（三）钱家小室钱家小学原名庙桥小学。1954年7月，在兴福庵创办小学，因庙边有座桥，故名庙桥小学。1965年9月，庙桥小学因观音庙拆除搬至钱家村大坟上,委发出的《认真提倡计划生育的通知》，带头实行计划生育。9月，庙桥小学搬迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下,
102,65,兴福庵,兴福庵,religious_site,低频,4,7,交通水系:60；基层治理:12；教育民生:8,该地名属于宗教遗址，在志书中约出现4次，主要关联交通水系、基层治理；主要时间锚点为1954年。,0,缺坐标,,,,missing,,review,medium,1954,集体化与农业建设,1954;1995;2017,3,65. 兴福庵（4次）,生产初级合作社。5月，发生梅雨型特大洪涝灾害，至7月降雨768毫米，8月25日又遭强台风袭击，境内大片低洼农田受淹。7月，金家村兴福庵开办庙桥小学。是年，长桥乡在境内成立扫盲委员会，开展扫盲活动。1955年3月1日，使用新人民币，与旧人民币折算比例为1︰1000 || 毛，担任饲养员的有陈水木根、罗阿二，担任仓库保管员的有陈海根。六、金家村金家村位于金家村河南北二侧，东为夹河流，南临西南港，西为兴福庵，北连朱塔浜。1950年3月，隶属吴县车坊区宝带乡；4月15日，隶属吴县枫桥区长桥乡。1954年4月，为长桥乡金家村初级农业生产 || 景观桥。拆除的旧桥、危桥有廿五基桥、王家浜竹桥、馨欣桥、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。,特大洪涝灾害，至7月降雨768毫米，8月25日又遭强台风袭击，境内大片低洼农田受淹。7月，金家村兴福庵开办庙桥小学。是年，长桥乡在境内成立扫盲委员会，开展扫盲活动。1955年3月1日，使用新人民币，,
103,66,古塘河桥,古塘河桥,bridge,低频,4,3,交通水系:40；开发建设:6；基层治理:3,该地名属于桥梁，在志书中约出现4次，主要关联交通水系、开发建设；主要时间锚点为1992年。,0,缺坐标,,,,missing,,review,medium,1992,开发区建设,1992;2017,2,66. 古塘河桥（4次）,、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北 || 塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路 || 除了宝带西侧的多孔连翼公路桥。169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.,走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴,
107,69,宝南中心河,宝南中心河,waterway,低频,4,4,交通水系:19；基层治理:9；教育民生:5,该地名属于运河河道，在志书中约出现4次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,69. 宝南中心河（4次）,最迟是3月14日。三、水文河流境域在20世纪90年代初期，共有大小内河流39条，总长度16555米。南北纵向的骨干河道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河 || 。12月，境内全面完成污水管理网改造升级。1732012年1月，清淤1900米长的跃进河，清淤污泥3万立方米；清淤1500米长的宝南中心河，清淤污泥2.2万立方米。2015年1月，清淤1100米长的金家村河，清淤污泥9000立方米。2016年1月，清淤长达1300米 || 下田港，清淤污泥7000立方米。12月，社区对河道实行河长责任制，党委书记徐志华、居委会主任江华、党委委员朱晓生分别兼任南港河、宝南中心河、下田港河河长。二、卫生保洁1952年1月，境内根据吴县防疫委员会统一部署，开展了以反对帝国主义细菌战为中心的爱国卫生运动，进行,域在20世纪90年代初期，共有大小内河流39条，总长度16555米。南北纵向的骨干河道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、,
110,72,庙桥小学,庙桥小学,education,低频,4,5,教育民生:24；交通水系:19；基层治理:7,该地名属于教育设施，在志书中约出现4次，主要关联教育民生、交通水系；主要时间锚点为1954年。,0,缺坐标,,,,missing,,review,medium,1954,集体化与农业建设,1954;1965,2,72. 庙桥小学（4次）,作社。5月，发生梅雨型特大洪涝灾害，至7月降雨768毫米，8月25日又遭强台风袭击，境内大片低洼农田受淹。7月，金家村兴福庵开办庙桥小学。是年，长桥乡在境内成立扫盲委员会，开展扫盲活动。1955年3月1日，使用新人民币，与旧人民币折算比例为1︰10000。4月15 || 。111964年2月，金星、新华大队干部学习1月23日吴县县委、县人委发出的《认真提倡计划生育的通知》，带头实行计划生育。9月，庙桥小学搬迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年 || 1963.9—1968.8第七任朱雪明1988.9—1995.8第四任杨康勇1968.9—1971.8（三）钱家小室钱家小学原名庙桥小学。1954年7月，在兴福庵创办小学，因庙边有座桥，故名庙桥小学。1965年9月，庙桥小学因观音庙拆除搬至钱家村大坟上，易名钱家小,害，至7月降雨768毫米，8月25日又遭强台风袭击，境内大片低洼农田受淹。7月，金家村兴福庵开办庙桥小学。是年，长桥乡在境内成立扫盲委员会，开展扫盲活动。1955年3月1日，使用新人民币，与旧人民币折,
114,74,红庄社区,红庄社区,admin_context,低频,4,3,交通水系:18；基层治理:17；遗产文化:8,该地名属于行政背景，在志书中约出现4次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,context,low,,无明确时间,,0,74. 红庄社区（4次）,宝带桥社区志1概述宝带桥社区坐落在长江三角洲腹地、上海经济区大都市圈内，东依大运河，分别与郭巷街道、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷；境内有宝带桥·澹台湖景区，景色旖旎。境 || 湖景区更名为大运河国家文化公园——宝带桥·澹台湖核心展示园。第一章建置地理宝带桥社区境域东依京杭大运河苏嘉段，南接吴中区城南街道红庄社区，西连吴中区城南街道新江、龙南社区，北靠苏南运河市河段，总面积3.2平方千米，共有大小内河39条，总长16555米。商末境域属勾 || 节地理环境宝带桥社区境域地处长江三角洲腹地、上海经济区大都市圈内，东依古老的京杭大运河苏嘉段，与郭巷街道相望；南接吴中区城南街道红庄社区；西连吴中区城南街道新江、龙南社区；北靠苏南运河市河段，总面积为3.2平方千米，共有大小内河39条，总长16555米。与卢沟桥、,在长江三角洲腹地、上海经济区大都市圈内，东依大运河，分别与郭巷街道、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷；境内有,
119,75,郭巷公社,郭巷公社,historic_admin,低频,4,4,基层治理:22；农业工业:11；交通水系:4,该地名属于历史行政/集体组织，在志书中约出现4次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,75. 郭巷公社（4次）,支付5分钱挂号，看病取药不付钱，医疗费由公社、大队集体负担。是年，江苏农科院副院长、全国劳动生产模范陈永康率领10多名科技人员至郭巷公社长桥大队政点，做水稻高产示范试验，其间多次至境内指导和推广水稻高产栽培技术。1963年3月5日，响应毛主席号召，开展“向雷锋同志 || 掀起“三忠于”（忠于毛主席、忠于毛泽东思想、忠于毛主席革命路线）风潮，早请示、晚汇报、向毛主席献忠心。11月，木渎镇、金山公社、郭巷公社19名知识青年至境内插队落户。12月上旬，金星、新华大队暨生产队干部至龙桥大队参加农业学大寨学习班。1969年5月，推行三熟制， || 大队第8生产队，徐步直插队至金星大队第9生产队；耿小龙下乡插队至新华大队第1生产队，金山公社汤祖贤下乡插队至新华大队第4生产队，郭巷公社徐正希（女）下乡插队至新华大队第5生产队，金山公社骆三妹（女）下乡插队至新华大队第5生产队，木渎镇孙根荣、顾培智下乡插队至新华大,医疗费由公社、大队集体负担。是年，江苏农科院副院长、全国劳动生产模范陈永康率领10多名科技人员至郭巷公社长桥大队政点，做水稻高产示范试验，其间多次至境内指导和推广水稻高产栽培技术。1963年3月5日，,
120,76,钱家村河,钱家村河,waterway,低频,4,3,交通水系:24；基层治理:8；开发建设:6,该地名属于运河河道，在志书中约出现4次，主要关联交通水系、基层治理；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1968;2017,2,76. 钱家村河（4次）,，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置； || 米。第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2 || 生活小区整洁，制定了卫生保洁制度。3月，招收10名河道保洁员，备船7艘，对南港河、下田港、西古塘河、跃进河、宝南中心河、沿字港、钱家村河、金家村河、泥河田港等河道，操舟打捞河面漂浮垃圾。2002年3月，新建公厕1只，固定垃圾箱3只。2003年1月，居民生活小区禁养,丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，,
121,77,长桥大队,长桥大队,historic_admin,低频,4,3,基层治理:9；农业工业:7；交通水系:5,该地名属于历史行政/集体组织，在志书中约出现4次，主要关联基层治理、农业工业；主要时间锚点为1962年。,0,缺坐标,,,,missing,,manual,medium,1962,集体化与农业建设,1962;1963,2,77. 长桥大队（4次）,。1949年后，境内兴修水利，科学种田，农业发展迅速。1962年，江苏农科院副院长、全国著名劳动模范陈永康率领10多名科技人员至长桥大队政点，做水稻高产示范试验，其间多次至境域指导推广水稻高产栽培技术，以2后又全面推广双季稻的种植，使境域成为江南闻名的水稻、三麦高 || 钱挂号，看病取药不付钱，医疗费由公社、大队集体负担。是年，江苏农科院副院长、全国劳动生产模范陈永康率领10多名科技人员至郭巷公社长桥大队政点，做水稻高产示范试验，其间多次至境内指导和推广水稻高产栽培技术。1963年3月5日，响应毛主席号召，开展“向雷锋同志学习”活 || 956年，下田小学搬至下田村塘港桥南堍徐才生家老宅。1963年，下田小学开办成完小（1—6年级），其中：4—6年级的学生吸收附近长桥大队、新建大队和新联大队下238塔里、塘湾里的学生。历任教师有施桂元、王祖享、潘□□、唐□□、方□□、丁□□、田□□等。1964年9,学种田，农业发展迅速。1962年，江苏农科院副院长、全国著名劳动模范陈永康率领10多名科技人员至长桥大队政点，做水稻高产示范试验，其间多次至境域指导推广水稻高产栽培技术，以2后又全面推广双季稻的,
122,78,黄家浜,黄家浜,waterway,低频,4,3,交通水系:22；基层治理:10；开发建设:6,该地名属于运河河道，在志书中约出现4次，主要关联交通水系、基层治理；主要时间锚点为1996年。,0,缺坐标,,,,missing,,review,medium,1996,开发区建设,1968;1996;2004;2017,4,78. 黄家浜（4次）,的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活 || 或进城购买。改革开放以后，境域零星增加了几家夫妻小商铺。1993年2月，境域开始老村拆迁改造。1996年5月，第一批拆迁泥河田、黄家浜、港南浜183户村民搬迁至朱塔浜新居，至2004年12月，境域在形成西下田、宝尹花园、钱家新村、下田、小村等5个居民生活小区的同 || 表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃,了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄,
124,80,东湖,东湖,water,低频,3,4,基层治理:15；交通水系:13；开发建设:4,该地名属于湖泊水面，在志书中约出现3次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,80. 东湖（3次）,日起，境内地下水开采须报请吴中区水利局核准。是月20日，苏州市人民政府同意设立并批复成立吴中区城南街道办事处，下辖宝带桥、红庄、东湖、南石湖、龙南、新江、碧波、白云街、南港、吴中商城、盛丰苑、商贸城、桂苑等13个社区（村）居委会，面积为14.62平方千米，人口 || 苏州吴中区委员会授予宝带桥社区“‘实践三个代表，实现两个率先’先锋社区”称号。12月，宝带桥社区投资180万元建起5000平方米东湖社区职工集体宿舍楼。是年，原宝南村居民家家通上有线电视。2007年1月，苏州市关心下一代工作委员会授予宝带桥社区“四有五无”先进 || 元建设的宝带桥商业大厦竣工（占地面积3335.3平方米，建筑面积15153.48平方米）。是月，宝带桥社区投资1229万元建设的东湖“宝信工业坊”竣工（系7049平方米标准厂房一幢）。2015年1月，1100米的金家村河清淤污泥9000立方米。2月，上旬气温骤,水利局核准。是月20日，苏州市人民政府同意设立并批复成立吴中区城南街道办事处，下辖宝带桥、红庄、东湖、南石湖、龙南、新江、碧波、白云街、南港、吴中商城、盛丰苑、商贸城、桂苑等13个社区（村）居委会,
