gazetteer_name,place_type,source,match_status,match_method,match_score,osm_name,osm_type,osm_id,osm_class,lon,lat
宝南村所辖的21个村,settlement,regex,unmatched,,0,,,,,,
植物资源境域为滨湖,water,regex,unmatched,,0,,,,,,
节自然村,settlement,regex,unmatched,,0,,,,,,
长洲县尹山乡中三十一都十二图下辖小村,settlement,regex,unmatched,,0,,,,,,
下田村,settlement,regex,unmatched,,0,,,,,,
沉家浜等3个自然村,settlement,regex,unmatched,,0,,,,,,
长洲县尹山乡中十三图下辖金家村,settlement,regex,unmatched,,0,,,,,,
朱塔浜3个自然村,settlement,regex,unmatched,,0,,,,,,
长洲县尹山乡十四图下辖泥河,waterway,regex,unmatched,,0,,,,,,
吴家角5个自然村,settlement,regex,unmatched,,0,,,,,,
吴县第十四区泥河田乡下辖泥河,waterway,regex,unmatched,,0,,,,,,
吴县第十四区下田乡下辖小村,settlement,regex,unmatched,,0,,,,,,
吴县第十四区金钱乡下辖金家村,settlement,regex,unmatched,,0,,,,,,
境域有王家浜,waterway,regex,unmatched,,0,,,,,,
朱塔浜等11个自然村,settlement,regex,unmatched,,0,,,,,,
境域宝尹行政村下辖王家浜,waterway,regex,unmatched,,0,,,,,,
宝南行政村下辖金家村,settlement,regex,unmatched,,0,,,,,,
下田村等6个自然村,settlement,regex,unmatched,,0,,,,,,
宝南行政村,settlement,regex,unmatched,,0,,,,,,
境内新村建设规划宝尹花园,residential,regex,unmatched,,0,,,,,,
宝南2村撤村,settlement,regex,unmatched,,0,,,,,,
改称宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
境域王家浜,waterway,regex,unmatched,,0,,,,,,
小村11个自然村,settlement,regex,unmatched,,0,,,,,,
形成宝尹花园,residential,regex,unmatched,,0,,,,,,
动迁下田村,settlement,regex,unmatched,,0,,,,,,
小村2个居民生活区拟建宝南花园,residential,regex,unmatched,,0,,,,,,
宝南花园,residential,regex,matched,exact,1.0,宝南花园,way,1267623063,landuse:residential,120.6411052,31.2536204
王家浜（村）王家浜,waterway,regex,unmatched,,0,,,,,,
东为尤字港,waterway,regex,unmatched,,0,,,,,,
南临南浜,waterway,regex,unmatched,,0,,,,,,
北连下田村南港河（又名马桶河,waterway,regex,unmatched,,0,,,,,,
隶属吴县枫桥,bridge,regex,unmatched,,0,,,,,,
尹西乡王家浜,waterway,regex,unmatched,,0,,,,,,
建宝尹村,settlement,regex,unmatched,,0,,,,,,
境域老村,settlement,regex,unmatched,,0,,,,,,
搬迁至朱塔浜（后改名宝尹花园,residential,regex,unmatched,,0,,,,,,
王家浜境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任王家浜,waterway,regex,unmatched,,0,,,,,,
生产队队长（村,settlement,regex,unmatched,,0,,,,,,
担任副队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任王家浜第8生产队队长（村,settlement,regex,unmatched,,0,,,,,,
港南浜（村）港南浜,waterway,regex,unmatched,,0,,,,,,
东为东南港,waterway,regex,unmatched,,0,,,,,,
南临钢铁村,settlement,regex,unmatched,,0,,,,,,
西接西南港,waterway,regex,unmatched,,0,,,,,,
北连泥河田港,waterway,regex,unmatched,,0,,,,,,
尹西乡港南浜,waterway,regex,unmatched,,0,,,,,,
因老村,settlement,regex,unmatched,,0,,,,,,
分别搬至宝尹花园,residential,regex,unmatched,,0,,,,,,
泥河田境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任泥河,waterway,regex,unmatched,,0,,,,,,
田第2生产队队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任泥河田第3生产队队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任泥河田第6生产队队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任泥河田第9生产队队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任泥河田第10村,settlement,regex,unmatched,,0,,,,,,
担任村,settlement,regex,unmatched,,0,,,,,,
牛桩浜（村）牛桩浜,waterway,regex,unmatched,,0,,,,,,
东为泥河田港,waterway,regex,unmatched,,0,,,,,,
南接夹河,waterway,regex,unmatched,,0,,,,,,
西临金家村,settlement,regex,unmatched,,0,,,,,,
北连钱家村,settlement,regex,unmatched,,0,,,,,,
陈家将家中的几头牛固定在浜,waterway,regex,unmatched,,0,,,,,,
牛桩浜书写成严家浜,waterway,regex,unmatched,,0,,,,,,
尹西乡牛桩浜,waterway,regex,unmatched,,0,,,,,,
改称第7村,settlement,regex,unmatched,,0,,,,,,
牛桩浜境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任牛桩浜,waterway,regex,unmatched,,0,,,,,,
金家村金家村位于金家村河,waterway,regex,unmatched,,0,,,,,,
东为夹河,waterway,regex,unmatched,,0,,,,,,
南临西南港,waterway,regex,unmatched,,0,,,,,,
北连朱塔浜,waterway,regex,unmatched,,0,,,,,,
隶属吴县枫桥区长桥,bridge,regex,unmatched,,0,,,,,,
长桥乡金家村,settlement,regex,unmatched,,0,,,,,,
建宝南村,settlement,regex,unmatched,,0,,,,,,
分别搬迁至宝尹花园,residential,regex,unmatched,,0,,,,,,
金家村境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任金家村,settlement,regex,unmatched,,0,,,,,,
先后担任金家村第16村,settlement,regex,unmatched,,0,,,,,,
先后担任金家村第17村,settlement,regex,unmatched,,0,,,,,,
钱家村钱家村村,settlement,regex,unmatched,,0,,,,,,
位于境域外浜,waterway,regex,unmatched,,0,,,,,,
东临下田村,settlement,regex,unmatched,,0,,,,,,
南为牛桩浜,waterway,regex,unmatched,,0,,,,,,
西为朱塔浜,waterway,regex,unmatched,,0,,,,,,
北连下田村南港河,waterway,regex,unmatched,,0,,,,,,
始名钱家新村,residential,regex,unmatched,,0,,,,,,
长桥乡钱家村,settlement,regex,unmatched,,0,,,,,,
建立宝南村,settlement,regex,unmatched,,0,,,,,,
隶属宝南村,settlement,regex,unmatched,,0,,,,,,
撤销村,settlement,regex,unmatched,,0,,,,,,
宝带桥社区对钱家村,settlement,regex,unmatched,,0,,,,,,
遂名钱家新村,residential,regex,unmatched,,0,,,,,,
钱家村境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任钱家村,settlement,regex,unmatched,,0,,,,,,
先后担任钱家村第18村,settlement,regex,unmatched,,0,,,,,,
先后担任钱家村第19村,settlement,regex,unmatched,,0,,,,,,
先后担任钱家村,settlement,regex,unmatched,,0,,,,,,
先后担任钱家村第20村,settlement,regex,unmatched,,0,,,,,,
先后担任钱家村第21村,settlement,regex,unmatched,,0,,,,,,
朱塔浜（村）朱塔浜村,settlement,regex,unmatched,,0,,,,,,
村东为钱家村,settlement,regex,unmatched,,0,,,,,,
村南为金家村,settlement,regex,unmatched,,0,,,,,,
西临古塘河,waterway,regex,unmatched,,0,,,,,,
北连田渡浜,waterway,regex,unmatched,,0,,,,,,
朱塔浜隶属吴县枫桥,bridge,regex,unmatched,,0,,,,,,
长桥乡朱塔浜,waterway,regex,unmatched,,0,,,,,,
朱塔浜隶属城南街道宝带桥社区,community,regex,unmatched,,0,,,,,,
更名为宝尹花园,residential,regex,unmatched,,0,,,,,,
朱塔浜境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任朱塔浜,waterway,regex,unmatched,,0,,,,,,
先后担任朱塔浜第8生产队队长（村,settlement,regex,unmatched,,0,,,,,,
先后担任朱塔浜第14村,settlement,regex,unmatched,,0,,,,,,
先后担任朱塔浜第15村,settlement,regex,unmatched,,0,,,,,,
沉家浜（村）沉家浜村,settlement,regex,unmatched,,0,,,,,,
下田村隔河,waterway,regex,unmatched,,0,,,,,,
南接下田村南港河,waterway,regex,unmatched,,0,,,,,,
西为下塔村,settlement,regex,unmatched,,0,,,,,,
北临蝴蝶浜,waterway,regex,unmatched,,0,,,,,,
中华人民共和国成立前当地有两条断头浜,waterway,regex,unmatched,,0,,,,,,
条从南港,waterway,regex,unmatched,,0,,,,,,
另一条在竹桥,bridge,regex,unmatched,,0,,,,,,
遂将二浜称为沉家浜,waterway,regex,unmatched,,0,,,,,,
沉家浜因地处下田村,settlement,regex,unmatched,,0,,,,,,
原下田村,settlement,regex,unmatched,,0,,,,,,
划归蠡墅人民公社（后改称长桥,bridge,regex,unmatched,,0,,,,,,
沉家浜村隶属城南街道宝带桥社区,community,regex,unmatched,,0,,,,,,
沉家浜境内生产队（村,settlement,regex,unmatched,,0,,,,,,
先后担任第12村,settlement,regex,unmatched,,0,,,,,,
先后担任第13村,settlement,regex,unmatched,,0,,,,,,
下田村下田村位于澹台湖,water,regex,unmatched,,0,,,,,,
古运河与澹台湖,water,regex,unmatched,,0,,,,,,
因战壕面对澹台河,waterway,regex,unmatched,,0,,,,,,
加之下田村,settlement,regex,unmatched,,0,,,,,,
下田村东为廿五港,waterway,regex,unmatched,,0,,,,,,
南接南港河,waterway,regex,unmatched,,0,,,,,,
西接沉家浜,waterway,regex,unmatched,,0,,,,,,
北临澹台湖,water,regex,unmatched,,0,,,,,,
遂将下田村,settlement,regex,unmatched,,0,,,,,,
长桥乡下田第1（东下田含小村,settlement,regex,unmatched,,0,,,,,,
境域划归蠡墅人民公社（后改称长桥,bridge,regex,unmatched,,0,,,,,,
成立长桥,bridge,regex,unmatched,,0,,,,,,
宝南村成立村,settlement,regex,unmatched,,0,,,,,,
隶属城南街道宝带桥,bridge,regex,unmatched,,0,,,,,,
下田村与小村,settlement,regex,unmatched,,0,,,,,,
原地规划拟建宝南花园,residential,regex,unmatched,,0,,,,,,
下田村境内生产队（村,settlement,regex,unmatched,,0,,,,,,
民小组）管理人员先后担任东下田第2村,settlement,regex,unmatched,,0,,,,,,
先后担任东下田第3村,settlement,regex,unmatched,,0,,,,,,
先后担任东下田第4村,settlement,regex,unmatched,,0,,,,,,
先后担任东下田第3生产队队长村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第5村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第6村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第7村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第9村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第10村,settlement,regex,unmatched,,0,,,,,,
先后担任下田村第11村,settlement,regex,unmatched,,0,,,,,,
小村小村,settlement,regex,unmatched,,0,,,,,,
又名江阴小村,settlement,regex,unmatched,,0,,,,,,
东与廿五港,waterway,regex,unmatched,,0,,,,,,
南临廿五桥,bridge,regex,unmatched,,0,,,,,,
西为下田村,settlement,regex,unmatched,,0,,,,,,
北为横加连浜,waterway,regex,unmatched,,0,,,,,,
当地村民称他们住的地方为江阴小村,settlement,regex,unmatched,,0,,,,,,
小村为长桥,bridge,regex,unmatched,,0,,,,,,
加入长桥,bridge,regex,unmatched,,0,,,,,,
小村划归蠡墅人民公社（后改称长桥,bridge,regex,unmatched,,0,,,,,,
其中2组划归下田村,settlement,regex,unmatched,,0,,,,,,
宝南村第1村,settlement,regex,unmatched,,0,,,,,,
隶属城南街道宝带桥社区,community,regex,unmatched,,0,,,,,,
小村与下田村,settlement,regex,unmatched,,0,,,,,,
拟新建宝南花园,residential,regex,matched,contains,0.571,宝南花园,way,1267623063,landuse:residential,120.6411052,31.2536204
据1987年郭新河,waterway,regex,unmatched,,0,,,,,,
传说苏州刺史王仲舒捐带建宝带桥,bridge,regex,unmatched,,0,,,,,,
人口宝带桥社区,community,regex,review,fuzzy,0.727,宝带社区,node,5261903450,named,120.6387431,31.2673537
宝带桥社区境域各自然村,settlement,regex,unmatched,,0,,,,,,
人王家浜34140沉家浜40152港,waterway,regex,unmatched,,0,,,,,,
南浜1677钱家村,settlement,regex,unmatched,,0,,,,,,
吴家角1984朱塔浜,waterway,regex,unmatched,,0,,,,,,
泥河田84364下田村,settlement,regex,unmatched,,0,,,,,,
牛桩浜2377小村,settlement,regex,unmatched,,0,,,,,,
随着村,settlement,regex,unmatched,,0,,,,,,
部分劳动力向村,settlement,regex,unmatched,,0,,,,,,
参加村,settlement,regex,unmatched,,0,,,,,,
无村,settlement,regex,unmatched,,0,,,,,,
服务中心设立生育两胎服务站,transport,regex,unmatched,,0,,,,,,
规定每年对本社区,community,regex,unmatched,,0,,,,,,
宝带桥社区代行对本社区,community,regex,unmatched,,0,,,,,,
村（社区,community,regex,unmatched,,0,,,,,,
以文件形式规定村（社区,community,regex,unmatched,,0,,,,,,
且未享受农村,settlement,regex,unmatched,,0,,,,,,
境域的水以澹台湖,water,regex,unmatched,,0,,,,,,
桥以宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
横跨湖,water,regex,unmatched,,0,,,,,,
澹台湖畔建起市民公园,park,regex,unmatched,,0,,,,,,
千年古桥宝带桥,bridge,regex,unmatched,,0,,,,,,
节澹台湖澹台湖,water,regex,unmatched,,0,,,,,,
西界太湖,water,regex,unmatched,,0,,,,,,
东过宝带桥入运河,waterway,regex,unmatched,,0,,,,,,
金泾河,waterway,regex,unmatched,,0,,,,,,
宅陷为湖,water,regex,unmatched,,0,,,,,,
澹台湖在太湖,water,regex,unmatched,,0,,,,,,
吴国东南澹台湖,water,regex,unmatched,,0,,,,,,
自此东过宝带桥入运河,waterway,regex,unmatched,,0,,,,,,
入陈湖（即今澄湖,water,regex,unmatched,,0,,,,,,
入金泾淹（即今金鸡湖,water,regex,unmatched,,0,,,,,,
澹台灭明墓在澹台湖,water,regex,unmatched,,0,,,,,,
看起来有点像河,waterway,regex,unmatched,,0,,,,,,
玳玳河,waterway,regex,unmatched,,0,,,,,,
复原澹台湖,water,regex,unmatched,,0,,,,,,
完成构筑澹台湖,water,regex,unmatched,,0,,,,,,
完成构筑北侧城区内河,waterway,regex,unmatched,,0,,,,,,
西通石湖,water,regex,unmatched,,0,,,,,,
东过宝带桥入江南运河,waterway,regex,unmatched,,0,,,,,,
又与宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
建成的澹台湖大桥横跨京杭大运河,waterway,regex,unmatched,,0,,,,,,
站在大桥,bridge,regex,unmatched,,0,,,,,,
整个湖,water,regex,unmatched,,0,,,,,,
澹台湖畔新建市民公园,park,regex,unmatched,,0,,,,,,
千年古桥,bridge,regex,unmatched,,0,,,,,,
苏城东南的澹台湖,water,regex,unmatched,,0,,,,,,
以为子羽宅所陷成湖,water,regex,unmatched,,0,,,,,,
澹台子祠设在集镇河,waterway,regex,unmatched,,0,,,,,,
里人筹款在宝带桥,bridge,regex,unmatched,,0,,,,,,
建造宝带桥公园,park,regex,matched,contains,0.714,宝带桥公园,node,10120115430,leisure:park,120.6505396,31.2635548
移建廿五港,waterway,regex,unmatched,,0,,,,,,
节宝带桥,bridge,regex,review,fuzzy,0.857,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
入选国家邮政部出版的4枚一套古桥,bridge,regex,unmatched,,0,,,,,,
苏州段现场考察评估中对宝带桥,bridge,regex,unmatched,,0,,,,,,
中国大运河,waterway,regex,unmatched,,0,,,,,,
概貌宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
位于京杭大运河与澹台湖（太湖岔港,waterway,regex,matched,contains,0.333,京杭大运河,way,148701483,waterway:canal,120.6569172,31.1275905
它与京杭大运河,waterway,regex,matched,contains,0.714,京杭大运河,way,148701483,waterway:canal,120.6569172,31.1275905
跨诸湖,water,regex,unmatched,,0,,,,,,
又是太湖水通往运河,waterway,regex,unmatched,,0,,,,,,
唐代沿大运河所筑纤道中断于澹台湖,water,regex,unmatched,,0,,,,,,
之石拱桥,bridge,regex,unmatched,,0,,,,,,
使湖,water,regex,unmatched,,0,,,,,,
北端引桥,bridge,regex,unmatched,,0,,,,,,
南端引桥,bridge,regex,unmatched,,0,,,,,,
拱券顶部距桥,bridge,regex,unmatched,,0,,,,,,
今之桥,bridge,regex,unmatched,,0,,,,,,
桥北堍与桥,bridge,regex,unmatched,,0,,,,,,
今桥南端引桥,bridge,regex,unmatched,,0,,,,,,
又能宣泄澹台湖,water,regex,unmatched,,0,,,,,,
修缮宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
元代修筑为长石拱桥,bridge,regex,unmatched,,0,,,,,,
拆去桥,bridge,regex,unmatched,,0,,,,,,
重建宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
使运河,waterway,regex,unmatched,,0,,,,,,
吴中区文管办委托太湖,water,regex,unmatched,,0,,,,,,
了减少在此期间（10米外）撞桥,bridge,regex,unmatched,,0,,,,,,
吴中区文管办委托苏州市鑫路桥,bridge,regex,unmatched,,0,,,,,,
工程有限公司在桥北端东侧的运河,waterway,regex,unmatched,,0,,,,,,
同时在桥,bridge,regex,unmatched,,0,,,,,,
艺术特点宝带桥,bridge,regex,unmatched,,0,,,,,,
坐落的地域属长江下游冲积平原的河,waterway,regex,unmatched,,0,,,,,,
防止桥,bridge,regex,unmatched,,0,,,,,,
孔石拱桥桥墩建在河（湖,water,regex,unmatched,,0,,,,,,
居世界石拱桥,bridge,regex,unmatched,,0,,,,,,
而减轻了桥,bridge,regex,unmatched,,0,,,,,,
重力式桥,bridge,regex,unmatched,,0,,,,,,
了防止多孔薄型桥,bridge,regex,unmatched,,0,,,,,,
该墩由两个桥,bridge,regex,unmatched,,0,,,,,,
宝带桥的桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
形成了水乡独特的桥,bridge,regex,unmatched,,0,,,,,,
整座石桥,bridge,regex,unmatched,,0,,,,,,
宝带桥是我国现存最长的石拱古桥,bridge,regex,unmatched,,0,,,,,,
中外建桥,bridge,regex,unmatched,,0,,,,,,
更有极高的桥,bridge,regex,unmatched,,0,,,,,,
中国第一套古代桥,bridge,regex,unmatched,,0,,,,,,
梁建筑邮票上的苏州宝带桥,bridge,regex,unmatched,,0,,,,,,
上说的公元前1027年周文王在渭河,waterway,regex,unmatched,,0,,,,,,
上用船架设浮桥,bridge,regex,unmatched,,0,,,,,,
我国桥,bridge,regex,unmatched,,0,,,,,,
千姿百态的古桥,bridge,regex,unmatched,,0,,,,,,
河北赵县赵州桥,bridge,regex,unmatched,,0,,,,,,
种赵县安济桥,bridge,regex,unmatched,,0,,,,,,
即赵州桥,bridge,regex,unmatched,,0,,,,,,
种苏州宝带桥,bridge,regex,unmatched,,0,,,,,,
种四川灌县珠浦桥,bridge,regex,unmatched,,0,,,,,,
竹索桥,bridge,regex,unmatched,,0,,,,,,
种广西三江程阳桥,bridge,regex,unmatched,,0,,,,,,
苏州宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
全国十大名桥,bridge,regex,unmatched,,0,,,,,,
运河与澹台湖之间动工建桥,bridge,regex,unmatched,,0,,,,,,
了纪念王仲舒捐玉带建桥,bridge,regex,unmatched,,0,,,,,,
共有53个桥,bridge,regex,unmatched,,0,,,,,,
我国现存最长的连拱古桥,bridge,regex,unmatched,,0,,,,,,
于湖,water,regex,unmatched,,0,,,,,,
保持畅流和桥,bridge,regex,unmatched,,0,,,,,,
同京杭大运河,waterway,regex,matched,contains,0.833,京杭大运河,way,148701483,waterway:canal,120.6569172,31.1275905
每个桥,bridge,regex,unmatched,,0,,,,,,
又于宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
近处造了一座平行的公路大桥,bridge,regex,unmatched,,0,,,,,,
加上民国时期在桥,bridge,regex,unmatched,,0,,,,,,
使这座名桥,bridge,regex,unmatched,,0,,,,,,
了保护这座名桥,bridge,regex,unmatched,,0,,,,,,
桥北边切断公路开口通河,waterway,regex,unmatched,,0,,,,,,
这样从苏州城到宝带桥,bridge,regex,unmatched,,0,,,,,,
必须绕过长桥,bridge,regex,unmatched,,0,,,,,,
再从南边上桥,bridge,regex,unmatched,,0,,,,,,
公路桥,bridge,regex,unmatched,,0,,,,,,
再现了昔日宝带桥,bridge,regex,unmatched,,0,,,,,,
节宝带桥·澹台湖景区,scenic,regex,unmatched,,0,,,,,,
概貌宝带桥·澹台湖景区,scenic,regex,unmatched,,0,,,,,,
（2020年更名为大运河国家文化公园,park,regex,unmatched,,0,,,,,,
东至吴东路,road,regex,unmatched,,0,,,,,,
北至京杭大运河,waterway,regex,matched,contains,0.714,京杭大运河,way,148701483,waterway:canal,120.6569172,31.1275905
西至下田港,waterway,regex,unmatched,,0,,,,,,
南抵石湖东路,road,regex,review,fuzzy,0.8,石湖东路,node,2716415625,railway:station,120.6254096,31.2555327
景区四面临河,waterway,regex,unmatched,,0,,,,,,
水乡文化为一体的特色滨水区与沿古运河,waterway,regex,unmatched,,0,,,,,,
还原古运河,waterway,regex,unmatched,,0,,,,,,
运河,waterway,regex,matched,contains,0.667,大运河,way,293947723,waterway:river,120.6449042,31.2770083
描绘了唐代苏州刺史王仲舒捐带建桥,bridge,regex,unmatched,,0,,,,,,
桥梁景观宝带桥·澹台湖景区,scenic,regex,unmatched,,0,,,,,,
东为千年宝带古桥,bridge,regex,unmatched,,0,,,,,,
西为现代精装修澹台湖大桥,bridge,regex,unmatched,,0,,,,,,
中间跨湖的为景观桥,bridge,regex,unmatched,,0,,,,,,
宝带桥上隔着运河,waterway,regex,unmatched,,0,,,,,,
双层形状的斜港大桥,bridge,regex,unmatched,,0,,,,,,
新斜港大桥,bridge,regex,review,fuzzy,0.889,斜港大桥,way,538305813,named,120.6517697,31.260518
位于吴东路与斜港河,waterway,regex,unmatched,,0,,,,,,
跨越斜港河,waterway,regex,unmatched,,0,,,,,,
上下层桥,bridge,regex,unmatched,,0,,,,,,
上层与东环快速路,road,regex,review,fuzzy,0.769,东环快速路,relation,15846407,named,120.6423923,31.3143708
其中主桥,bridge,regex,unmatched,,0,,,,,,
上层桥,bridge,regex,unmatched,,0,,,,,,
下层与地面道路,road,regex,unmatched,,0,,,,,,
景观桥位于江南运河,waterway,regex,unmatched,,0,,,,,,
澹台湖大桥,bridge,regex,matched,exact,1.0,澹台湖大桥,way,802150315,highway:secondary,120.6363249,31.2628772
异形结构式钢结构拱桥,bridge,regex,unmatched,,0,,,,,,
整座景观桥,bridge,regex,unmatched,,0,,,,,,
字形的造型在苏州大桥,bridge,regex,unmatched,,0,,,,,,
跨越京杭大运河,waterway,regex,matched,contains,0.714,京杭大运河,way,148701483,waterway:canal,120.6569172,31.1275905
北接迎春路,road,regex,unmatched,,0,,,,,,
中铁一局集团公司桥,bridge,regex,unmatched,,0,,,,,,
武汉桥,bridge,regex,unmatched,,0,,,,,,
苏州市第一座精装修的大桥,bridge,regex,unmatched,,0,,,,,,
夜间景观照明是大桥,bridge,regex,unmatched,,0,,,,,,
整座大桥,bridge,regex,unmatched,,0,,,,,,
它西起盘蠡路,road,regex,unmatched,,0,,,,,,
东至冬青路,road,regex,matched,contains,0.6,冬青路,way,423183750,highway:secondary,120.644873,31.273709
龙桥,bridge,regex,unmatched,,0,,,,,,
泛舟至宝带桥,bridge,regex,unmatched,,0,,,,,,
左为澹台湖,water,regex,unmatched,,0,,,,,,
维舟步桥,bridge,regex,unmatched,,0,,,,,,
复登桥,bridge,regex,unmatched,,0,,,,,,
宝带桥石亭钱玉成宝带桥,bridge,regex,unmatched,,0,,,,,,
大运河西岸的玳玳河,waterway,regex,unmatched,,0,,,,,,
南至杭州的大运河,waterway,regex,unmatched,,0,,,,,,
这运河,waterway,regex,unmatched,,0,,,,,,
但在苏州城南澹台湖,water,regex,unmatched,,0,,,,,,
河水因受太湖,water,regex,unmatched,,0,,,,,,
大流量地涌入大运河,waterway,regex,unmatched,,0,,,,,,
以为挽舟之路,road,regex,unmatched,,0,,,,,,
然河之支流实为澹台湖,water,regex,unmatched,,0,,,,,,
根据太湖,water,regex,unmatched,,0,,,,,,
构筑了多达53孔的平坦而宽阔的长桥,bridge,regex,unmatched,,0,,,,,,
宝带桥石亭在桥,bridge,regex,unmatched,,0,,,,,,
石亭朝东面向运河,waterway,regex,unmatched,,0,,,,,,
但因宝带桥,bridge,regex,review,fuzzy,0.75,宝带桥,way,460257370,tourism:attraction,120.649476,31.2587641
唐代元和年间宝带桥,bridge,regex,unmatched,,0,,,,,,
还有路,road,regex,unmatched,,0,,,,,,
它位于交通要道的桥首路,road,regex,unmatched,,0,,,,,,
沿苏州古城的运河,waterway,regex,unmatched,,0,,,,,,
河水改由宝带桥北面的澹台湖,water,regex,unmatched,,0,,,,,,
再转入原运河河,waterway,regex,unmatched,,0,,,,,,
则都已列入新建的澹台湖公园,park,regex,unmatched,,0,,,,,,
水乡泽国桥,bridge,regex,unmatched,,0,,,,,,
举足有河,waterway,regex,unmatched,,0,,,,,,
人家尽枕河,waterway,regex,unmatched,,0,,,,,,
水港小桥,bridge,regex,unmatched,,0,,,,,,
类型各不同的桥,bridge,regex,unmatched,,0,,,,,,
这些桥,bridge,regex,unmatched,,0,,,,,,
独具一格的吴地桥,bridge,regex,unmatched,,0,,,,,,
