gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
吴县经济技术开发区,吴县经济技术开发区,admin_context,context,low,5,1,1992,1920,2001,1920;1921;1923;1924;1925;1926;1949;1983;1990;1992;1993;1994;1995;1996;2001,15,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），,1992年8月，境域划归吴县经济技术开发区。 || 1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。,
苏州吴中经济开发区,苏州吴中经济开发区,admin_context,context,low,1,1,1992,2001,2010,2001;2003;2009;2010,4,开发区建设,manual_anchor,1992年8月境域划归吴县经济技术开发区，后属吴中经济开发区体系,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,州市吴中区社会治安综合治理委员会授予宝带桥社区“五星级五位一体综治办”称号。2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。8月,2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。 || 2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。 || 2001年2月，吴县经济技术开发区更名为苏州吴中经济开发区，境域隶属苏州吴中经济开发区。,
吴县市,吴县市,admin_context,context,low,1,1,1994,1963,2001,1963;1994;1995;1996;1997;1998;2000;2001,8,开发区建设,context_sentence,,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。2004年6月，吴中区城,1996年7月，吴县撤县建市，境域隶属吴县市； || 1995年6月8日，经国务院批准，吴县撤县设市，境域隶属吴县市。 || 10月3日至6日，2000年中国吴县市环太湖世界特技飞行奖大赛在太湖之滨举行，村民纷纷前往观看。,
碧波实验小学,碧波实验小学,education,review,medium,20,1,1995,1958,2017,1958;1993;1995;2000;2006;2007;2013;2016;2017,9,开发区建设,context_sentence,,,,,missing,,,在高德底图人工确认点位,在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，196,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。 || 1995年6月，新建碧波实验小学（含幼儿园），建筑面积35137平方米。 || 1995年6月，新建碧波实验小学，境内小学并入碧波实验小学。,
黄家浜,黄家浜,waterway,review,medium,4,1,1996,1968,2017,1968;1996;2004;2017,4,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄,1996年5月，第一批拆迁泥河田、黄家浜、港南浜183户村民搬迁至朱塔浜新居，至2004年12月，境域在形成西下田、宝尹花园、钱家新村、下田、小村等5个居民生活小区的同时，各类为民服务商铺先后在小区内或小区附近开张； || 第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
碧波幼儿园,碧波幼儿园,education,review,medium,12,1,1998,1946,2017,1946;1998;2006;2007;2010;2014;2017,7,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,右，宝南60人左右。2371996年9月1日，碧波实验小学附属幼儿园成立，宝尹村幼儿园并入碧波幼儿园。1998年9月1日，宝南村幼儿园并入碧波幼儿园。境内历任幼儿教师宝尹村有张菊英、潘文妹、朱素芳,1998年9月1日，宝南村幼儿园并入碧波幼儿园。 || 2017年12月，碧波幼儿园设23个班，教师52人，保育员（职工）23人，幼儿园学生710人。 || 碧波幼儿园历任正副园长：1998年9月，何雪英任碧波幼儿园园长。,
碧波卫生院,碧波卫生院,medical,review,medium,3,1,1999,1999,2001,1999;2000;2001,3,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,月，新建碧波实验小学（含幼儿园），建筑面积35137平方米。1999年4月，宝尹村合作医疗室并入碧波卫生院，翌年1月，卫生院在境内设立社区服务中心，对育龄妇女保健、老年健康体检等提供专项服务。2002年,1999年4月，宝尹村合作医疗室并入碧波卫生院，翌年1月，卫生院在境内设立社区服务中心，对育龄妇女保健、老年健康体检等提供专项服务。 || 1999年4月，境内宝尹村合作卫生室并入碧波卫生院。 || 2000年1月，碧波卫生院在境内设立社区服务中心。,
宝南村钱家村里浜,宝南村钱家村里浜,waterway,review,medium,1,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,浜居民生活小区。1998年9月，宝尹村港南浜20户居民搬迁至朱塔浜居民生活小区。2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。7月，宝尹村牛桩浜27户、泥河田23户居民搬迁,2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。,
宝南纸箱厂,宝南纸箱厂,industry,review,medium,3,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,州》明信片图录，入选人民中国杂志社出版、苏州外文书店发行的《苏州》明信片图录。是年，宝尹酱品厂、宝南纸箱厂建成投产。是年，宝南村首建村部办公楼，建筑面积为360平方米，占地面积为1650平方米。1988,2000年8月，宝南纸箱厂转制出让给原承包人经营，性质改为私营企业。,
钱家村里浜,钱家村里浜,waterway,review,medium,1,1,2000,2000,2000,2000,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,米，比历史最高水位高0.28米。境内组织基干民兵突击队，日夜守护围圩救险。2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。8月14日，宝南纸箱厂转制给原承包人经营，性质由集体企,2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。 || 2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。,
宝尹工业小区,宝尹工业小区,industry,review,medium,3,1,2001,2001,2005,2001;2005,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥区域工业商贸用房短缺。境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。境域在建设工业用房的同时，投资兴建商贸用房、职工宿舍，还与人合作投资建设工业、商贸,境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。 || 2005年12月，投资1091万元，在宝尹工业小区建起3280平方米、6850平方米的两幢标准厂房，对外招租。,
吴中区,吴中区,admin_context,context,low,2,1,2001,1950,2020,1950;1956;1996;2001;2003;2004;2005;2006;2007;2008;2009;2012;2013;2016;2017;2020,16,开发区建设,manual_anchor,2001年2月吴县撤市建区，境域隶属苏州市吴中区,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,聪明才智、勤劳双手，在新时代新征程中，牢记使命，不负韶华，做出新的贡献，书写新的篇章。中共苏州市吴中区城南街道宝带桥社区委员会书记苏州市吴中区城南街道宝带桥社区居民委员会主任21目录概述……,2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。 || 2001年2月，吴县撤市建区（吴中区、相城区），境域隶属苏州市吴中区。 || 2004年6月，吴中区城南街道办事处成立，境域隶属城南街道办事处。,
宝尹新村,宝尹新村,residential,review,medium,3,1,2003,2003,2003,2003,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,宅230宝尹花园144号老村改造董才林自建住宅230宝尹花园145号老村改造董夯男自建住宅230宝尹新村146号老村改造沈志明自建住宅230宝尹花园147号老村改造续表188房屋产权人房屋性质面,2000.122002.12战士朱伟宝尹2组2000.122005.12班长姚冬冬宝尹9组2000.122005.11班长朱建宝尹花园114号2001.122004.12班长陆金良宝尹花园133号2001.122003.12战士胡遵标宝尹花园44号2001.122003.12班长沈良西下田48号2001.122002.11战士江华宝尹4组2002.112004.12炊事员钱月宝尹1组2002.122004.12上等兵李晓宝尹2组2005.122007.12话务员沈平钱家新村24号2006.122008.12战士乔龙宝尹新村154号2006.122011.12班长沈奕下田65号2007.112009.10战士陈杰宝南小村40号2007.122012.12战士江顺成宝尹4组2009.122011.12战士沈康康宝尹3组2010.122012.12战士沈强宝尹3组2010.122012.12战士沈嘉炜西下田5号2011.122013.12战士朱晓风下田46号2013.92015.8战士俞志荣宝尹8组2014.92016.9战士第二节荣誉一、集体荣誉2003年7月，苏州吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开续表300发,
城南街道,城南街道,admin_context,context,low,6,1,2004,2004,2020,2004;2005;2006;2009;2010;2014;2016;2017;2020,9,社区成立与城市更新,manual_anchor,2004年6月吴中区城南街道办事处成立,,,,missing,,,作为边界/方位参照，不一定在辖区内单独标注,智、勤劳双手，在新时代新征程中，牢记使命，不负韶华，做出新的贡献，书写新的篇章。中共苏州市吴中区城南街道宝带桥社区委员会书记苏州市吴中区城南街道宝带桥社区居民委员会主任21目录概述………………,2004年6月，吴中区城南街道办事处成立，境域隶属城南街道办事处。 || 2004年6月，吴中区城南街道办事处成立，境域隶属城南街道办事处。 || 2017年2月5日，吴中区城南街道党工委、街道办事处对境内阳光扶贫挂钩对象马建明、抗美援朝老兵戈洪福走访慰问。,
迎春路,迎春路,road,review,medium,6,1,2006,2006,2010,2006;2010,2,社区成立与城市更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,考核小组，对境内保洁员制定岗位责任制，进行长效管理。是月，吴中区公安分局城南交警中队在石湖东路、迎春路十字路口设置交通安全教育站。4月，宝带桥社区倡导境内百姓在清明期间通过网上祭祀、居家追思途径纪念,月月快餐店2006年3月开张，位于迎春路117-3号。 || 东盛宾馆2010年4月开张，位于迎春路117号。,
党群服务中心,党群服务中心,service_facility,review,medium,10,1,2008,1956,2020,1956;1964;2008;2017;2020,5,社区成立与城市更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,辉映水润姑苏”的文章，介绍大运河文化带的世界文化遗产——宝带桥。8月29日上午，宝带桥社区举行党群服务中心新楼竣工揭幕仪式。9月26日上午，吴中区人大常委会主任张炳华带领区人大常委会委员一行9人，在区教,2017年12月，设立了党群服务中心，对居民社会保障、困难救助、优生优育、法律咨询、妇幼维权等进行开放式、一站式服务。 || 一、社区党群服务中心2008年3月，宝带桥社区成立居民来访接待中心。 || 2017年2月，宝带桥社区设立党群服务中心大厅，面积200平方米，配有固定电话、计算机、复印机，设置公示栏、投诉箱，公开相关事项，并以台卡标明服务项目。,
老年活动中心,老年活动中心,service_facility,review,medium,5,1,2012,2012,2012,2012,1,社区成立与城市更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,碧波中学建成开学。是年，宝尹居民家家装上了高清数字电视。是年，宝南居委会投资建成下田社区医务室和老年活动中心，建筑面积540平方米。是年，朱塔浜南岸18户居民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民,2012年1月，在宝尹花园居民生活小区内建设休闲公园和老年活动中心。,
宝信工业坊,宝信工业坊,industry,review,medium,5,1,2015,2001,2017,2001;2017,2,运河文旅更新,manual_anchor,社区志记载宝信工业坊竣工,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,335.3平方米，建筑面积15153.48平方米）。是月，宝带桥社区投资1229万元建设的东湖“宝信工业坊”竣工（系7049平方米标准厂房一幢）。2015年1月，1100米的金家村河清淤污泥9000立方,境内宝尹、宝南两村抓住商机，在2001年12月后投资2758万元，建起了宝尹工业小区、宝信工业坊。 || 2017年12月，境内在宝信工业坊安装1台500千伏安变压器，宝带桥大厦安装2台2000千伏安变压器。,
碧波荡,碧波荡,water,review,medium,2,1,2015,2015,2015,2015,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,9.57续表第三章澹台湖·宝带桥境域的水以澹台湖为目，桥以宝带桥为脊。澹台湖绿水清萍，碧波荡漾，为春秋时期孔子弟子澹台灭明结庐修学之地；宝带桥建于唐代元和年间，横跨湖口，薄墩连拱。历代文人,录自2015年5月广陵书社《苏州诱惑》宝带桥凌波见匠心吴县文管及历经沧桑的宝带桥，像一条长龙踞卧于碧波荡漾的运河侧畔、澹台湖口，不仅肩负南北通衢，古来纤夫旅客深蒙其利，且造型精致，为祖国河山增妍添媚。,
宝带桥商业大厦,宝带桥商业大厦,commercial,review,medium,3,1,2016,2014,2014,2014,1,运河文旅更新,manual_anchor,2016年12月宝带桥商业大厦竣工,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,治第一期建设项目正式启动，2016年9月2日竣工。12月18日，宝带桥社区投资4380万元建设的宝带桥商业大厦竣工（占地面积3335.3平方米，建筑面积15153.48平方米）。是月，宝带桥社区投资1229,2014年12月，投资4380万元，建起占地面积3335.3平方米、建筑面积15153.48平方米的宝带桥商业大厦，对外出租。,
下田港,下田港,waterway,review,medium,2,1,2017,2005,2020,2005;2017;2020,3,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项目总面积为44万平方米（含水,录自2005年6月古吴轩出版社《苏州邮缘》，作者：周治华80第三节宝带桥·澹台湖景区一、概貌宝带桥·澹台湖景区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项目总面积为44万平方米（含水面）。 || 2017年1月，清淤800米长的下田港，清淤污泥7000立方米。,
兴福庵桥,兴福庵桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、王家浜竹桥、馨欣桥、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥,·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、供电供水供电旧时，境内当地居民夜间照明靠火油灯、蜡烛，操办婚丧之事则租用汽灯。,
兴隆河,兴隆河,waterway,review,medium,3,1,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
宝尹泥河港梁家桥,宝尹泥河港梁家桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,0宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利,2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥,
宝尹泥河港迎丰桥,宝尹泥河港迎丰桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号,5.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥,
