place_id,name,category,target_layer,display_layer,qgis_geometry,semantic_geometry,geometry_level,x,y,confidence,version,source_map,source_stage,reference_logic,notes
jingchengtu_windows_ocr_066,閤,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375519.757,3535133.693,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[186.33,456,196.33,473.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_067,曉,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375556.480,3535160.590,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[198.33,454.33,210,468.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_068,六,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375595.411,3535130.256,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[211.67,456.67,226.33,472.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_069,三,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375638.647,3535119.345,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[227,458,243,473.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_070,封,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375679.666,3535141.540,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[242.67,455.67,256.33,470.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_071,玉,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375717.093,3535148.881,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[256.67,456.33,269.33,467.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_072,壽,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375752.575,3535138.272,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[270,455.67,282.33,470.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_073,白,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375792.564,3535142.476,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[285.33,455.67,296,469],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_074,瑞,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375828.561,3535140.862,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[297.33,455,310.33,469.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_075,太,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375874.193,3535099.721,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[312.67,456.67,330,476.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_076,五,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375923.348,3535088.544,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[330.33,459.33,348.67,476],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_077,真,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375965.019,3535130.281,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[348.33,455.33,359.33,470.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_078,班仁示樁牒域馬石,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375629.669,3535002.461,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=line,"{""bbox_pixel"":[159.33,470.67,309,486.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_079,班,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375443.890,3535021.342,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[159.33,470.67,172.67,484.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_080,仁,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375479.460,3535012.262,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[173,471.33,185.33,485.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_081,示,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375546.633,3535012.226,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[197.67,471.67,209.67,484.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_082,樁,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375670.147,3534999.159,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[242.33,471.67,255.67,486],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_083,牒,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375707.320,3535002.046,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[256,471.33,269,485.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_084,域,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375744.702,3534992.795,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[269.33,471.67,283.33,486.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_085,馬,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375781.997,3534989.680,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[284.33,472.33,295.67,486.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_086,石,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375817.176,3534989.591,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[296.67,473.33,309,485],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_087,閤亭部省庫所坊廟泉廟府廟,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375691.142,3534887.019,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=line,"{""bbox_pixel"":[160,479.33,358,503],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_088,閤,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375433.857,3534869.964,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[160,487,171,501.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_089,亭,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375536.307,3534863.883,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[197.33,486.67,208.67,502.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_090,部,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375577.734,3534901.122,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[209.67,479.33,225,501],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_091,省,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375621.222,3534894.618,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[226,480.67,240.67,500.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_092,庫,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375659.285,3534849.352,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[242,488.33,254.33,502.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_093,所,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375697.578,3534847.635,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[255.67,488.33,268.67,502.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_094,坊,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375735.481,3534847.469,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[269.33,488.33,282.67,502.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_095,廟,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375771.475,3534845.810,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[283,488,295.33,502.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_096,泉,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375812.038,3534843.992,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[297.67,487.67,310.33,503],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_097,廟,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375854.060,3534867.675,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[310.67,482,327,503],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_098,府,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375907.378,3534865.285,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[329.67,482,347,503],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_099,廟,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375944.928,3534835.013,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_9; kind=word,"{""bbox_pixel"":[347.33,488.67,358,502.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_100,白瑞太五算天焘,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375944.031,3535322.054,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=line,"{""bbox_pixel"":[288.67,427.67,395.67,455.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_101,白,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375816.013,3535392.456,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[288.67,427.67,299.33,441.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_102,瑞,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375850.064,3535372.892,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[300.33,429,313.33,444],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_103,太,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375890.378,3535310.931,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[314.33,432.67,331.33,453.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_104,五,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375938.067,3535281.783,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[332,438,349.67,454.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_105,算,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375981.990,3535306.824,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[350.67,435.67,362,450.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_106,天,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13376011.318,3535284.496,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[362,439,373,452],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_107,焘,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13376072.123,3535253.181,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_10; kind=word,"{""bbox_pixel"":[385,441.67,395.67,455.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_108,蕃導哮,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375719.044,3532803.976,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_13; kind=line,"{""bbox_pixel"":[282,714.67,343.33,729.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_109,蕃,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375652.094,3532823.481,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_13; kind=word,"{""bbox_pixel"":[282,714.67,293.67,725.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_110,導,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375677.900,3532819.348,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_13; kind=word,"{""bbox_pixel"":[293.67,714.67,301,726.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_111,哮,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375784.345,3532787.521,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_13; kind=word,"{""bbox_pixel"":[330.33,717.67,343.33,729.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_112,哮艹,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375823.284,3532884.979,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_14; kind=line,"{""bbox_pixel"":[329,705.67,369,719.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_113,哮,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375786.886,3532895.629,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_14; kind=word,"{""bbox_pixel"":[329,705.67,342,717.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_114,艹,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375841.423,3532882.678,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_14; kind=word,"{""bbox_pixel"":[342.33,706,369,719.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_115,#嚀吉軍,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13377229.884,3534080.004,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_15; kind=line,"{""bbox_pixel"":[806.67,561.33,867.67,584.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_116,#,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13377164.800,3534084.455,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_15; kind=word,"{""bbox_pixel"":[806.67,561.33,820,584.33],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_117,嚀,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13377215.930,3534028.007,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_15; kind=word,"{""bbox_pixel"":[826.33,574,840,583.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_118,吉,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13377261.645,3534036.464,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_15; kind=word,"{""bbox_pixel"":[844.33,570.67,855,584.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_119,軍,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13377296.203,3534033.427,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_15; kind=word,"{""bbox_pixel"":[857,571.67,867.67,584],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_120,f哮,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375708.863,3532849.525,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_18; kind=line,"{""bbox_pixel"":[270,710.33,346,723.67],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
jingchengtu_windows_ocr_121,f,ocr_text,places_ocr_text,京城图_OCR文字,Polygon,point,symbolic,13375613.787,3532856.809,medium,jingchengtu_windows_ocr_raw,jingchengtu_windows_ocr,windows_ocr_tiles,Windows OCR tiled extraction from jingchengtu_windows_ocr; tile=tile_18; kind=word,"{""bbox_pixel"":[270,710.33,276.33,723],""orientation"":""unknown"",""notes"":""raw_ocr_asset""}"
